customer_id,age,state,account_age_days,tier,device_type,kyc_status,registration_date,is_churned,churn_date
CUST_000036,70.0,Johor,14,Basic,,Verified,2024-10-17,0,
CUST_000037,69.0,Johor,1,Basic,Android,Verified,2024-10-30,1,2024-10-02
CUST_000038,65.0,Terengganu,17,Basic,Android,Verified,2024-10-14,1,2024-10-25
CUST_000039,72.0,Kuala Lumpur,29,Basic,,Verified,2024-10-02,0,
CUST_000040,69.0,Kuala Lumpur,23,Basic,Android,Verified,2024-10-08,1,2024-10-21
CUST_000041,72.0,Selangor,14,Basic,Android,Verified,2024-10-17,0,
CUST_000042,66.0,Sabah,26,Basic,Android,Verified,2024-10-05,0,
CUST_000043,71.0,Perak,26,Basic,Both,Verified,2024-10-05,0,
CUST_000044,77.0,Penang,20,Basic,Android,Verified,2024-10-11,0,
CUST_000045,76.0,Selangor,2,Basic,Android,Verified,2024-10-29,1,2024-10-06
CUST_000046,70.0,Pahang,26,Basic,iOS,Verified,2024-10-05,1,2024-10-16
CUST_000047,65.0,Sarawak,8,Basic,iOS,Verified,2024-10-23,0,
CUST_000048,68.0,Penang,15,Basic,iOS,Verified,2024-10-16,1,2024-10-13
CUST_000049,65.0,Kuala Lumpur,24,Basic,Android,Verified,2024-10-07,1,2024-10-26
CUST_000050,79.0,Penang,9,Basic,iOS,Verified,2024-10-22,0,
CUST_000051,37.0,Sabah,29,Basic,Android,Incomplete,2024-10-02,1,2024-10-08
CUST_000052,41.0,Sarawak,19,Basic,iOS,Verified,2024-10-12,1,2024-10-26
CUST_000053,28.0,Kuala Lumpur,5,Basic,Android,Verified,2024-10-26,0,
CUST_000054,48.0,Kelantan,26,Basic,Android,Verified,2024-10-05,0,
CUST_000055,39.0,Johor,20,Basic,Android,Verified,2024-10-11,0,
CUST_000056,46.0,Penang,5,Basic,Both,Verified,2024-10-26,0,
CUST_000057,28.0,Selangor,29,Basic,Android,Verified,2024-10-02,1,2024-10-23
CUST_000058,19.0,Kuala Lumpur,2,Basic,Android,Verified,2024-10-29,0,
CUST_000059,33.0,Kuala Lumpur,29,Basic,iOS,Verified,2024-10-02,0,
CUST_000060,28.0,Selangor,16,Basic,iOS,Verified,2024-10-15,0,
CUST_000061,44.0,Sarawak,23,Basic,iOS,Verified,2024-10-08,0,
CUST_000062,21.0,Kuala Lumpur,22,Basic,iOS,Verified,2024-10-09,1,2024-10-02
CUST_000063,38.0,Johor,20,Basic,Android,Verified,2024-10-11,0,
CUST_000064,33.0,Selangor,27,Basic,Both,Verified,2024-10-04,0,
CUST_000065,56.0,Selangor,15,Basic,Android,Verified,2024-10-16,0,
CUST_000066,39.0,Selangor,13,Basic,Android,Verified,2024-10-18,0,
CUST_000067,40.0,Kuala Lumpur,13,Basic,Both,Verified,2024-10-18,0,
CUST_000068,18.0,Sabah,6,Basic,Android,Verified,2024-10-25,1,2024-10-24
CUST_000069,34.0,Kuala Lumpur,13,Basic,Android,Verified,2024-10-18,0,
CUST_000070,22.0,Sabah,7,Basic,Android,Verified,2024-10-24,0,
CUST_000071,30.0,Perak,6,Basic,,Verified,2024-10-25,0,
CUST_000072,40.0,Terengganu,21,Basic,iOS,Verified,2024-10-10,0,
CUST_000073,52.0,Penang,1,Basic,Android,Verified,2024-10-30,0,
CUST_000074,46.0,Pahang,16,Basic,Android,Verified,2024-10-15,0,
CUST_000075,18.0,Kuala Lumpur,18,Basic,Android,Verified,2024-10-13,1,2024-10-04
CUST_000076,28.0,Kuala Lumpur,1,Basic,Android,Verified,2024-10-30,1,2024-10-18
CUST_000077,19.0,Pahang,24,Basic,Android,Verified,2024-10-07,1,2024-10-07
CUST_000078,56.0,Selangor,15,Basic,Android,Verified,2024-10-16,1,2024-10-09
CUST_000079,37.0,Terengganu,5,Basic,,Verified,2024-10-26,0,
CUST_000080,29.0,Kuala Lumpur,10,Basic,iOS,Verified,2024-10-21,1,2024-10-30
CUST_000081,43.0,Kuala Lumpur,2,Basic,iOS,Verified,2024-10-29,0,
CUST_000082,21.0,Kuala Lumpur,27,Basic,Both,Verified,2024-10-04,0,
CUST_000083,28.0,Sarawak,23,Basic,Android,Verified,2024-10-08,0,
CUST_000084,65.0,Terengganu,28,Basic,Android,Verified,2024-10-03,0,
CUST_000085,39.0,Sarawak,1,Basic,Android,Verified,2024-10-30,0,
CUST_000086,55.0,Johor,4,Basic,Both,Verified,2024-10-27,0,
CUST_000087,18.0,Johor,11,Basic,iOS,Verified,2024-10-20,1,2024-10-08
CUST_000088,49.0,Penang,22,Basic,iOS,Verified,2024-10-09,0,
CUST_000089,40.0,Selangor,29,Basic,iOS,Verified,2024-10-02,1,2024-10-03
CUST_000090,35.0,Selangor,6,Basic,Android,Verified,2024-10-25,1,2024-10-29
CUST_000091,27.0,Penang,15,Basic,iOS,Verified,2024-10-16,0,
CUST_000092,31.0,Pahang,26,Basic,iOS,Verified,2024-10-05,0,
CUST_000093,34.0,Kuala Lumpur,28,Basic,Android,Verified,2024-10-03,0,
CUST_000094,35.0,Penang,7,Basic,Both,Verified,2024-10-24,0,
CUST_000095,20.0,Sabah,25,Basic,iOS,Verified,2024-10-06,1,2024-10-14
CUST_000096,18.0,Selangor,12,Basic,iOS,Verified,2024-10-19,1,2024-10-21
CUST_000097,35.0,Johor,2,Basic,Android,Verified,2024-10-29,0,
CUST_000098,24.0,Penang,20,Basic,Android,Verified,2024-10-11,1,2024-10-18
CUST_000099,32.0,Selangor,11,Basic,Both,Verified,2024-10-20,1,2024-10-22
CUST_000100,18.0,Penang,8,Basic,,Verified,2024-10-23,0,
CUST_000101,56.0,Johor,1573,Premium,Android,Incomplete,2020-07-11,0,
CUST_000102,34.0,Selangor,1117,Premium,Android,Verified,2021-10-10,0,
CUST_000103,35.0,Johor,1510,Premium,iOS,Verified,2020-09-12,0,
CUST_000104,24.0,Selangor,1171,Gold,iOS,Verified,2021-08-17,1,2024-10-22
CUST_000105,18.0,Sabah,1816,Premium,Android,Verified,2019-11-11,0,
CUST_000106,22.0,Johor,1994,Gold,Both,Verified,2019-05-17,1,2024-10-22
CUST_000107,29.0,Johor,1850,Premium,Android,Verified,2019-10-08,0,
CUST_000108,40.0,Pahang,1294,Premium,Android,Verified,2021-04-16,0,
CUST_000109,20.0,Kelantan,1961,Premium,Android,Verified,2019-06-19,0,
CUST_000110,18.0,Selangor,1967,Premium,Both,Verified,2019-06-13,0,
CUST_000111,46.0,Sarawak,1288,Gold,Both,Verified,2021-04-22,0,
CUST_000112,43.0,Penang,1227,Premium,Android,Verified,2021-06-22,0,
CUST_000113,50.0,Kelantan,1793,Basic,Android,Verified,2019-12-04,0,
CUST_000114,58.0,Selangor,1395,Premium,iOS,Verified,2021-01-05,0,
CUST_000115,49.0,Kuala Lumpur,1798,Premium,Android,Verified,2019-11-29,0,
CUST_000116,43.0,Perak,1813,Basic,iOS,Verified,2019-11-14,0,
CUST_000117,51.0,Selangor,1201,Premium,iOS,Verified,2021-07-18,0,
CUST_000118,26.0,Johor,1385,Premium,Both,Verified,2021-01-15,0,
CUST_000119,40.0,Kelantan,1179,Premium,Android,Verified,2021-08-09,0,
CUST_000120,18.0,Terengganu,1468,Premium,Android,Verified,2020-10-24,0,
CUST_000121,28.0,Selangor,1735,Gold,Both,Verified,2020-01-31,0,
CUST_000122,24.0,Johor,1285,Premium,iOS,Verified,2021-04-25,0,
CUST_000123,28.0,Kelantan,1946,Silver,Android,Verified,2019-07-04,0,
CUST_000124,18.0,Perak,1086,Premium,Both,Verified,2021-11-10,0,
CUST_000125,35.0,Selangor,1327,Gold,Android,Verified,2021-03-14,0,
CUST_000126,18.0,Perak,1077,Premium,,Verified,2021-11-19,0,
CUST_000127,27.0,Selangor,1329,Basic,Android,Verified,2021-03-12,0,
CUST_000128,31.0,Perak,1915,Premium,Android,Verified,2019-08-04,0,
CUST_000129,27.0,Sarawak,1052,Gold,iOS,Verified,2021-12-14,0,
CUST_000130,50.0,Sabah,1127,Basic,Android,Verified,2021-09-30,0,
CUST_000131,22.0,Kelantan,1028,Basic,iOS,Verified,2022-01-07,0,
CUST_000132,32.0,Sabah,1152,Premium,iOS,Verified,2021-09-05,0,
CUST_000133,24.0,Selangor,1748,Premium,Both,Verified,2020-01-18,0,
CUST_000134,45.0,Terengganu,1575,Premium,iOS,Verified,2020-07-09,0,
CUST_000135,32.0,Kuala Lumpur,1675,Premium,Android,Verified,2020-03-31,0,
CUST_000136,49.0,Kuala Lumpur,1068,Premium,Android,Verified,2021-11-28,0,
CUST_000137,29.0,Johor,1072,Gold,Android,Verified,2021-11-24,0,
CUST_000138,62.0,Selangor,1228,Gold,iOS,Verified,2021-06-21,0,
CUST_000139,42.0,Pahang,1496,Gold,Android,Verified,2020-09-26,0,
CUST_000140,47.0,Kelantan,1709,Premium,Android,Verified,2020-02-26,0,
CUST_000141,36.0,Kelantan,1400,Gold,iOS,Verified,2020-12-31,0,
CUST_000142,28.0,Sarawak,1497,Premium,Android,Verified,2020-09-25,0,
CUST_000143,51.0,Penang,1151,Basic,iOS,Verified,2021-09-06,0,
CUST_000144,50.0,Penang,1496,Premium,Android,Verified,2020-09-26,0,
CUST_000145,21.0,Johor,1545,Gold,Both,Verified,2020-08-08,0,
CUST_000146,18.0,Johor,1957,Basic,iOS,Verified,2019-06-23,0,
CUST_000147,55.0,Kuala Lumpur,1688,Basic,iOS,Verified,2020-03-18,1,2024-10-30
CUST_000148,37.0,Penang,1398,Premium,iOS,Verified,2021-01-02,0,
CUST_000149,46.0,Kelantan,1301,Premium,,Verified,2021-04-09,0,
CUST_000150,32.0,Penang,1860,Premium,Android,Verified,2019-09-28,0,
CUST_000151,41.0,Penang,1773,Premium,iOS,Incomplete,2019-12-24,0,
CUST_000152,27.0,Sarawak,1890,Premium,Android,Verified,2019-08-29,0,
CUST_000153,37.0,Pahang,1328,Premium,Android,Verified,2021-03-13,0,
CUST_000154,18.0,Pahang,1194,Premium,Both,Verified,2021-07-25,0,
CUST_000155,18.0,Selangor,1327,Premium,Android,Verified,2021-03-14,0,
CUST_000156,19.0,Johor,1972,Premium,Android,Verified,2019-06-08,0,
CUST_000157,43.0,Johor,1748,Premium,Both,Verified,2020-01-18,0,
CUST_000158,57.0,Penang,1780,Premium,Android,Verified,2019-12-17,0,
CUST_000159,30.0,Selangor,1669,Premium,Android,Verified,2020-04-06,0,
CUST_000160,24.0,Terengganu,1524,Premium,Android,Verified,2020-08-29,0,
CUST_000161,31.0,Kuala Lumpur,1413,Silver,iOS,Verified,2020-12-18,0,
CUST_000162,37.0,Selangor,1483,Silver,Android,Verified,2020-10-09,0,
CUST_000163,,Kuala Lumpur,1006,Gold,Both,Verified,2022-01-29,0,
CUST_000164,28.0,Kuala Lumpur,1737,Premium,Android,Verified,2020-01-29,0,
CUST_000165,48.0,Terengganu,1538,Premium,iOS,Verified,2020-08-15,0,
CUST_000166,50.0,Kuala Lumpur,1083,Premium,,Verified,2021-11-13,0,
CUST_000167,19.0,Johor,1270,Premium,iOS,Verified,2021-05-10,0,
CUST_000168,52.0,Sarawak,1026,Premium,Android,Verified,2022-01-09,0,
CUST_000169,49.0,Penang,1152,Gold,iOS,Verified,2021-09-05,0,
CUST_000170,40.0,Kuala Lumpur,1725,Premium,Android,Verified,2020-02-10,0,
CUST_000171,32.0,Sabah,1365,Premium,Android,Verified,2021-02-04,0,
CUST_000172,26.0,Selangor,1778,Premium,iOS,Verified,2019-12-19,0,
CUST_000173,53.0,Kelantan,1713,Premium,iOS,Verified,2020-02-22,0,
CUST_000174,45.0,Johor,1588,Basic,Android,Verified,2020-06-26,0,
CUST_000175,38.0,Johor,1962,Premium,Android,Verified,2019-06-18,0,
CUST_000176,25.0,Perak,1839,Premium,iOS,Verified,2019-10-19,0,
CUST_000177,50.0,Selangor,1409,Premium,iOS,Verified,2020-12-22,0,
CUST_000178,37.0,Selangor,1523,Gold,,Verified,2020-08-30,0,
CUST_000179,34.0,Kuala Lumpur,1593,Gold,Android,Verified,2020-06-21,0,
CUST_000180,60.0,Johor,1444,Basic,Both,Verified,2020-11-17,0,
CUST_000181,20.0,Johor,1531,Premium,Android,Verified,2020-08-22,0,
CUST_000182,18.0,Kelantan,1739,Premium,Android,Verified,2020-01-27,0,
CUST_000183,41.0,Selangor,1551,Premium,Android,Verified,2020-08-02,0,
CUST_000184,19.0,Selangor,1525,Premium,Both,Verified,2020-08-28,0,
CUST_000185,44.0,Selangor,1984,Premium,Android,Verified,2019-05-27,0,
CUST_000186,18.0,Sarawak,1260,Premium,iOS,Verified,2021-05-20,0,
CUST_000187,18.0,Kelantan,1861,Basic,iOS,Verified,2019-09-27,0,
CUST_000188,38.0,Johor,1686,Premium,Both,Verified,2020-03-20,0,
CUST_000189,31.0,Selangor,1881,Premium,iOS,Verified,2019-09-07,0,
CUST_000190,32.0,Kuala Lumpur,1484,Premium,Android,Verified,2020-10-08,0,
CUST_000191,36.0,Kuala Lumpur,1184,Premium,Android,Verified,2021-08-04,0,
CUST_000192,40.0,Sabah,1637,Premium,iOS,Verified,2020-05-08,0,
CUST_000193,27.0,Kuala Lumpur,1516,Premium,Android,Verified,2020-09-06,0,
CUST_000194,57.0,Pahang,1977,Premium,Android,Verified,2019-06-03,0,
CUST_000195,22.0,Penang,1975,Premium,Android,Verified,2019-06-05,0,
CUST_000196,43.0,Kuala Lumpur,1574,Premium,Both,Verified,2020-07-10,0,
CUST_000197,32.0,Kuala Lumpur,1493,Premium,Both,Verified,2020-09-29,0,
CUST_000198,46.0,Selangor,1640,Gold,iOS,Verified,2020-05-05,0,
CUST_000199,23.0,Kuala Lumpur,1304,Premium,iOS,Verified,2021-04-06,0,
CUST_000200,18.0,Kuala Lumpur,1961,Premium,Both,Verified,2019-06-19,0,
CUST_000201,21.0,Johor,185,Basic,Android,Incomplete,2024-04-29,1,2024-10-25
CUST_000202,18.0,Kuala Lumpur,268,Silver,Both,Verified,2024-02-06,1,2024-10-16
CUST_000203,25.0,Kuala Lumpur,242,Basic,iOS,Verified,2024-03-03,0,
CUST_000204,31.0,Kuala Lumpur,343,Silver,Android,Verified,2023-11-23,1,2024-10-20
CUST_000205,28.0,Selangor,127,Silver,Both,Verified,2024-06-26,0,
CUST_000206,41.0,Selangor,170,Basic,iOS,Verified,2024-05-14,0,
CUST_000207,41.0,Kuala Lumpur,70,Basic,Both,Verified,2024-08-22,0,
CUST_000208,48.0,Pahang,131,Silver,Android,Verified,2024-06-22,0,
CUST_000209,21.0,Johor,97,Silver,Android,Verified,2024-07-26,1,2024-10-26
CUST_000210,31.0,Kuala Lumpur,288,Basic,Android,Verified,2024-01-17,0,
CUST_000211,25.0,Penang,204,Silver,,Verified,2024-04-10,1,2024-10-12
CUST_000212,54.0,Kuala Lumpur,861,Premium,Android,Verified,2022-06-23,0,
CUST_000213,48.0,Penang,213,Silver,iOS,Verified,2024-04-01,0,
CUST_000214,18.0,Selangor,416,Basic,iOS,Verified,2023-09-11,0,
CUST_000215,18.0,Terengganu,317,Basic,Android,Verified,2023-12-19,0,
CUST_000216,27.0,Selangor,200,Silver,iOS,Verified,2024-04-14,0,
CUST_000217,25.0,Sarawak,406,Basic,Both,Verified,2023-09-21,0,
CUST_000218,44.0,Selangor,23,Basic,iOS,Verified,2024-10-08,1,2024-10-22
CUST_000219,18.0,Penang,184,Basic,Android,Verified,2024-04-30,0,
CUST_000220,41.0,Selangor,695,Silver,Both,Verified,2022-12-06,0,
CUST_000221,41.0,Kuala Lumpur,132,Basic,iOS,Verified,2024-06-21,0,
CUST_000222,42.0,Selangor,373,Gold,Both,Verified,2023-10-24,0,
CUST_000223,27.0,Selangor,254,Basic,Android,Verified,2024-02-20,1,2024-10-29
CUST_000224,41.0,Sarawak,30,Basic,iOS,Verified,2024-10-01,0,
CUST_000225,43.0,Selangor,0,Basic,Android,Verified,2024-10-31,1,2024-10-12
CUST_000226,29.0,Johor,86,Basic,Android,Verified,2024-08-06,0,
CUST_000227,26.0,Penang,71,Basic,Android,Verified,2024-08-21,0,
CUST_000228,45.0,Penang,91,Basic,Both,Verified,2024-08-01,0,
CUST_000229,19.0,Selangor,272,Basic,Android,Verified,2024-02-02,0,
CUST_000230,51.0,Johor,197,Silver,Android,Verified,2024-04-17,0,
CUST_000231,39.0,Selangor,80,Basic,iOS,Verified,2024-08-12,1,2024-10-14
CUST_000232,47.0,Selangor,678,Basic,iOS,Verified,2022-12-23,0,
CUST_000233,24.0,Terengganu,561,Gold,Android,Verified,2023-04-19,0,
CUST_000234,18.0,Selangor,107,Silver,Both,Verified,2024-07-16,0,
CUST_000235,38.0,Johor,347,Basic,iOS,Verified,2023-11-19,0,
CUST_000236,44.0,Selangor,15,Basic,Android,Verified,2024-10-16,1,2024-10-07
CUST_000237,18.0,Terengganu,226,Silver,Both,Verified,2024-03-19,0,
CUST_000238,37.0,Selangor,291,Silver,Android,Verified,2024-01-14,1,2024-10-15
CUST_000239,42.0,Selangor,175,Basic,Android,Verified,2024-05-09,0,
CUST_000240,50.0,Terengganu,15,Basic,Android,Verified,2024-10-16,1,2024-10-23
CUST_000241,35.0,Selangor,349,Basic,iOS,Verified,2023-11-17,0,
CUST_000242,44.0,Selangor,291,Basic,iOS,Verified,2024-01-14,0,
CUST_000243,20.0,Penang,771,Gold,iOS,Verified,2022-09-21,0,
CUST_000244,48.0,Selangor,72,Basic,iOS,Verified,2024-08-20,0,
CUST_000245,28.0,Johor,421,Silver,iOS,Verified,2023-09-06,0,
CUST_000246,38.0,Selangor,496,Gold,iOS,Verified,2023-06-23,1,2024-10-19
CUST_000247,33.0,Selangor,3,Basic,Android,Verified,2024-10-28,0,
CUST_000248,20.0,Sabah,587,Basic,Android,Verified,2023-03-24,1,2024-10-22
CUST_000249,49.0,Selangor,668,Gold,Android,Verified,2023-01-02,0,
CUST_000250,35.0,Selangor,673,Basic,Android,Verified,2022-12-28,0,
CUST_000251,39.0,Selangor,0,Basic,iOS,Incomplete,2024-10-31,1,2024-10-03
CUST_000252,24.0,Penang,323,Basic,iOS,Verified,2023-12-13,0,
CUST_000253,54.0,Johor,596,Silver,iOS,Verified,2023-03-15,1,2024-10-18
CUST_000254,46.0,Perak,85,Basic,Android,Verified,2024-08-07,1,2024-10-01
CUST_000255,34.0,Terengganu,332,Silver,Both,Verified,2023-12-04,0,
CUST_000256,33.0,Perak,562,Basic,Android,Verified,2023-04-18,0,
CUST_000257,18.0,Selangor,9,Basic,Both,Verified,2024-10-22,1,2024-10-14
CUST_000258,20.0,Pahang,21,Basic,iOS,Verified,2024-10-10,1,2024-10-26
CUST_000259,,Kelantan,364,Basic,Both,Verified,2023-11-02,0,
CUST_000260,,Kuala Lumpur,93,Basic,Both,Verified,2024-07-30,0,
CUST_000261,23.0,Kuala Lumpur,564,Gold,Android,Verified,2023-04-16,0,
CUST_000262,23.0,Johor,700,Basic,iOS,Verified,2022-12-01,0,
CUST_000263,44.0,Pahang,290,Basic,Android,Verified,2024-01-15,0,
CUST_000264,24.0,Selangor,248,Silver,Android,Verified,2024-02-26,1,2024-10-14
CUST_000265,18.0,Selangor,44,Basic,iOS,Verified,2024-09-17,1,2024-10-24
CUST_000266,48.0,Sarawak,1437,Basic,Android,Verified,2020-11-24,0,
CUST_000267,21.0,Pahang,398,Basic,Android,Verified,2023-09-29,0,
CUST_000268,32.0,Kuala Lumpur,43,Basic,,Verified,2024-09-18,0,
CUST_000269,36.0,Selangor,518,Gold,iOS,Verified,2023-06-01,0,
CUST_000270,47.0,Sarawak,1069,Premium,Android,Verified,2021-11-27,0,
CUST_000271,25.0,Kuala Lumpur,584,Basic,iOS,Verified,2023-03-27,0,
CUST_000272,18.0,Kuala Lumpur,36,Basic,Android,Verified,2024-09-25,1,2024-10-23
CUST_000273,35.0,Penang,62,Basic,Android,Verified,2024-08-30,1,2024-10-28
CUST_000274,45.0,Johor,67,Basic,Android,Verified,2024-08-25,1,2024-10-23
CUST_000275,32.0,Pahang,348,Basic,Both,Verified,2023-11-18,0,
CUST_000276,21.0,Penang,1511,Premium,iOS,Verified,2020-09-11,0,
CUST_000277,35.0,Pahang,273,Silver,iOS,Verified,2024-02-01,0,
CUST_000278,31.0,Sabah,624,Gold,iOS,Verified,2023-02-15,0,
CUST_000279,33.0,Sabah,643,Basic,Both,Verified,2023-01-27,1,2024-10-10
CUST_000280,18.0,Kuala Lumpur,491,Basic,Android,Verified,2023-06-28,0,
CUST_000281,29.0,Penang,138,Basic,iOS,Verified,2024-06-15,0,
CUST_000282,38.0,Kuala Lumpur,29,Basic,Both,Verified,2024-10-02,1,2024-10-16
CUST_000283,47.0,Sarawak,1016,Premium,Android,Verified,2022-01-19,0,
CUST_000284,19.0,Selangor,405,Gold,Android,Verified,2023-09-22,0,
CUST_000285,38.0,Kuala Lumpur,42,Basic,iOS,Verified,2024-09-19,0,
CUST_000286,34.0,Sarawak,713,Silver,Both,Verified,2022-11-18,1,2024-10-24
CUST_000287,41.0,Selangor,367,Basic,iOS,Verified,2023-10-30,0,
CUST_000288,61.0,Selangor,121,Silver,iOS,Verified,2024-07-02,0,
CUST_000289,20.0,Johor,1647,Premium,Both,Verified,2020-04-28,0,
CUST_000290,19.0,Penang,568,Gold,iOS,Verified,2023-04-12,1,2024-10-19
CUST_000291,38.0,Johor,645,Gold,Android,Verified,2023-01-25,0,
CUST_000292,42.0,Pahang,542,Gold,Android,Verified,2023-05-08,0,
CUST_000293,22.0,Kuala Lumpur,262,Basic,Android,Verified,2024-02-12,0,
CUST_000294,44.0,Penang,496,Gold,iOS,Verified,2023-06-23,0,
CUST_000295,32.0,Penang,79,Basic,iOS,Verified,2024-08-13,1,2024-10-18
CUST_000296,18.0,Perak,18,Basic,Both,Verified,2024-10-13,1,2024-10-24
CUST_000297,18.0,Selangor,979,Premium,Android,Verified,2022-02-25,1,2024-10-12
CUST_000298,36.0,Penang,10,Basic,iOS,Verified,2024-10-21,0,
CUST_000299,52.0,Kuala Lumpur,780,Premium,Android,Verified,2022-09-12,0,
CUST_000300,26.0,Selangor,466,Gold,Android,Verified,2023-07-23,0,
CUST_000301,44.0,Selangor,588,Gold,Android,Incomplete,2023-03-23,0,
CUST_000302,20.0,Kuala Lumpur,141,Silver,Android,Verified,2024-06-12,0,
CUST_000303,21.0,Selangor,44,Basic,iOS,Verified,2024-09-17,0,
CUST_000304,35.0,Perak,644,Gold,Android,Verified,2023-01-26,0,
CUST_000305,44.0,Perak,602,Basic,iOS,Verified,2023-03-09,0,
CUST_000306,32.0,Johor,29,Basic,Both,Verified,2024-10-02,0,
CUST_000307,61.0,Selangor,519,Silver,Android,Verified,2023-05-31,1,2024-10-03
CUST_000308,18.0,Kuala Lumpur,66,Basic,iOS,Verified,2024-08-26,0,
CUST_000309,35.0,Kuala Lumpur,369,Basic,iOS,Verified,2023-10-28,0,
CUST_000310,33.0,Terengganu,89,Basic,Android,Verified,2024-08-03,0,
CUST_000311,35.0,Selangor,1213,Premium,iOS,Verified,2021-07-06,0,
CUST_000312,29.0,Kelantan,515,Basic,iOS,Verified,2023-06-04,0,
CUST_000313,49.0,Kuala Lumpur,1509,Gold,Android,Verified,2020-09-13,0,
CUST_000314,39.0,Sarawak,294,Basic,Both,Verified,2024-01-11,0,
CUST_000315,19.0,Kuala Lumpur,1238,Premium,Android,Verified,2021-06-11,0,
CUST_000316,24.0,Terengganu,244,Basic,Both,Verified,2024-03-01,0,
CUST_000317,29.0,Johor,14,Basic,Android,Verified,2024-10-17,1,2024-10-04
CUST_000318,19.0,Selangor,278,Silver,Android,Verified,2024-01-27,1,2024-10-14
CUST_000319,35.0,Sarawak,35,Basic,Android,Verified,2024-09-26,1,2024-10-27
CUST_000320,42.0,Johor,523,Basic,Android,Verified,2023-05-27,0,
CUST_000321,41.0,Selangor,311,Silver,iOS,Verified,2023-12-25,0,
CUST_000322,42.0,Kuala Lumpur,816,Gold,Android,Verified,2022-08-07,0,
CUST_000323,58.0,Selangor,468,Gold,iOS,Verified,2023-07-21,0,
CUST_000324,32.0,Terengganu,86,Basic,iOS,Verified,2024-08-06,0,
CUST_000325,43.0,Sarawak,492,Silver,Android,Verified,2023-06-27,0,
CUST_000326,41.0,Johor,33,Basic,iOS,Verified,2024-09-28,0,
CUST_000327,25.0,Selangor,602,Gold,,Verified,2023-03-09,0,
CUST_000328,31.0,Sabah,253,Silver,iOS,Verified,2024-02-21,1,2024-10-18
CUST_000329,31.0,Kuala Lumpur,126,Basic,iOS,Verified,2024-06-27,0,
CUST_000330,47.0,Selangor,90,Basic,iOS,Verified,2024-08-02,0,
CUST_000331,43.0,Johor,220,Silver,Android,Verified,2024-03-25,0,
CUST_000332,39.0,Johor,131,Basic,iOS,Verified,2024-06-22,0,
